Mesto,Ime,Single,SingleRekord,Average,AverageRekord,Drzava,Poskusi,ImeRunde,IndeksRunde,Leto
21,Marko Grabner,14.90,,16.25,,si,15.77 (18.45) (14.90) 17.72 15.26,3x3x3 Cube Second round,1,2019
22,Alex Strohriegel,14.88,,16.82,,at,19.00 (14.88) (21.69) 15.40 16.06,3x3x3 Cube Second round,1,2019
23,Serafim Weiß,14.94,,17.20,,de,16.34 18.94 (14.94) 16.33 (22.25),3x3x3 Cube Second round,1,2019
24,Jon Napotnik,14.55,,18.88,,si,(14.55) 18.21 19.11 19.33 (23.06),3x3x3 Cube Second round,1,2019
25,David Črnac,12.97,,19.71,,si,18.03 (12.97) 23.47 (DNF) 17.63,3x3x3 Cube Second round,1,2019
26,Filip Vrecl,16.90,,19.86,,si,(16.90) 18.32 (22.89) 19.02 22.24,3x3x3 Cube Second round,1,2019
27,Sandra Mavsar,19.22,,20.72,,si,(22.03) (19.22) 20.18 20.77 21.21,3x3x3 Cube Second round,1,2019
28,Tian Šterman Terbec,17.50,,20.80,,si,(17.50) 19.37 (26.20) 23.00 20.03,3x3x3 Cube Second round,1,2019
29,Barbara Mavsar,20.13,,21.63,,si,22.69 20.60 21.59 (20.13) (26.85),3x3x3 Cube Second round,1,2019
30,Stefan Lepolt,16.60,,21.83,,at,18.81 23.55 (39.60) (16.60) 23.12,3x3x3 Cube Second round,1,2019
1,Hunor Mogyorósi,7.56,,8.28,,hu,(11.42) 8.66 8.20 (7.56) 7.97,3x3x3 Cube First round,2,2019
2,Mattia Furlan,7.84,,8.63,,it,(9.15) 8.73 (7.84) 8.96 8.20,3x3x3 Cube First round,2,2019
3,Lir Ukaj,8.68,,9.10,,xk,9.27 (12.12) 9.05 8.97 (8.68),3x3x3 Cube First round,2,2019
4,Matic Omulec,9.44,,10.48,,si,10.55 10.24 (11.88) (9.44) 10.65,3x3x3 Cube First round,2,2019
5,Dominik Vidaković,9.65,,10.66,,hr,11.50 (9.65) 10.41 (12.21) 10.08,3x3x3 Cube First round,2,2019
6,Jan Vodopivec Suhadolc,8.72,,10.91,,si,13.06 (8.72) 9.15 10.52 (14.16),3x3x3 Cube First round,2,2019
7,Gábor Slezák,9.23,,10.93,,hu,10.41 (11.45) (9.23) 11.22 11.16,3x3x3 Cube First round,2,2019
8,Marcel Ručigaj,9.65,,11.05,,si,11.21 (9.65) 10.43 (12.84) 11.52,3x3x3 Cube First round,2,2019
9,Dominik Hoić,9.40,,11.30,,hr,11.50 11.91 (14.31) (9.40) 10.50,3x3x3 Cube First round,2,2019
10,Lan Fabjan,9.11,,11.33,,si,12.02 (9.11) (12.81) 11.01 10.97,3x3x3 Cube First round,2,2019
11,Andreas Wagner,11.11,,11.72,,at,11.28 12.59 11.30 (12.69) (11.11),3x3x3 Cube First round,2,2019
12,Erik Červek Roškarič,11.25,,12.11,,si,11.60 (11.25) (16.22) 12.77 11.97,3x3x3 Cube First round,2,2019
13,Fabian Staber,9.90,,13.30,,at,13.30 (9.90) (15.38) 12.32 14.29,3x3x3 Cube First round,2,2019
14,Toni Varga,11.91,,13.54,,hr,14.41 (17.31) 14.07 12.15 (11.91),3x3x3 Cube First round,2,2019
15,Matej Bolta,12.89,,13.70,,si,13.34 (12.89) (DNF) 13.06 14.69,3x3x3 Cube First round,2,2019
16,Bálint Csengő,11.36,,13.73,,hu,15.34 11.81 14.03 (11.36) (15.99),3x3x3 Cube First round,2,2019
17,David Črnac,12.99,,13.84,,si,13.10 14.23 (12.99) 14.19 (14.63),3x3x3 Cube First round,2,2019
18,Alexey Tsvetkov,13.85,,14.69,,ru,13.91 (13.85) (16.53) 14.93 15.23,3x3x3 Cube First round,2,2019
19,Marko Grabner,13.75,,14.82,,si,(13.75) 14.25 (16.23) 15.12 15.09,3x3x3 Cube First round,2,2019
20,Dušan Zakelšek,13.41,,15.54,,si,(13.41) 14.72 16.13 15.78 (17.49),3x3x3 Cube First round,2,2019
21,Serafim Weiß,14.27,,15.99,,de,(19.47) (14.27) 15.08 16.26 16.63,3x3x3 Cube First round,2,2019
22,Jernej Omulec,14.48,,16.13,,si,16.63 16.78 14.97 (20.48) (14.48),3x3x3 Cube First round,2,2019
23,Arne Hernah,13.96,,16.85,,si,14.78 21.40 (DNF) (13.96) 14.38,3x3x3 Cube First round,2,2019
24,Alex Strohriegel,14.42,,17.08,,at,16.59 16.71 (14.42) 17.95 (20.75),3x3x3 Cube First round,2,2019
25,Tian Šterman Terbec,17.24,,17.89,,si,17.29 18.43 (21.28) 17.96 (17.24),3x3x3 Cube First round,2,2019
26,Jon Napotnik,17.18,,18.44,,si,(24.51) 19.33 (17.18) 18.77 17.22,3x3x3 Cube First round,2,2019
27,Filip Vrecl,17.03,,20.22,,si,19.77 (29.08) 20.28 20.60 (17.03),3x3x3 Cube First round,2,2019
28,Sandra Mavsar,16.78,,20.80,,si,(30.65) 17.00 (16.78) 18.18 27.22,3x3x3 Cube First round,2,2019
29,Stefan Lepolt,18.57,,22.52,,at,(24.06) (18.57) 23.06 22.80 21.69,3x3x3 Cube First round,2,2019
30,Barbara Mavsar,20.56,,22.57,,si,(25.49) 22.62 21.83 23.25 (20.56),3x3x3 Cube First round,2,2019
31,Gabriel Petrović,20.59,,23.30,,si,23.96 (28.46) 22.12 (20.59) 23.81,3x3x3 Cube First round,2,2019
32,Blaž Pirš,21.72,,23.92,,si,(27.18) (21.72) 25.22 24.42 22.11,3x3x3 Cube First round,2,2019
33,Dieter Amberger,22.34,,24.17,,at,(22.34) 22.51 (31.31) 25.25 24.75,3x3x3 Cube First round,2,2019
34,Branko Kobal,18.06,,24.20,,si,23.25 25.25 (31.76) (18.06) 24.11,3x3x3 Cube First round,2,2019
35,Martin Verlič,21.97,,24.33,,si,27.14 (37.01) 23.58 (21.97) 22.26,3x3x3 Cube First round,2,2019
36,Nik Škrlec,21.73,,25.88,,si,(21.73) 26.18 (27.86) 25.76 25.70,3x3x3 Cube First round,2,2019
37,Vito Lobnik,24.43,,25.92,,si,27.39 (24.43) 25.57 24.79 (27.71),3x3x3 Cube First round,2,2019
38,Viktor Kovačić,24.86,,26.44,,hr,25.28 (24.86) 29.15 (29.32) 24.90,3x3x3 Cube First round,2,2019
39,Judith Laister,21.39,,27.12,,at,23.28 (21.39) 27.96 (32.55) 30.11,3x3x3 Cube First round,2,2019
40,Filip Semenič,26.00,,28.88,,si,29.38 (32.86) 27.84 (26.00) 29.42,3x3x3 Cube First round,2,2019
41,Filip Barbirič Frank,26.13,,29.44,,si,32.94 (36.56) 28.22 (26.13) 27.16,3x3x3 Cube First round,2,2019
42,Filip Fürst,26.77,,31.76,,si,31.63 34.65 (26.77) (35.41) 29.00,3x3x3 Cube First round,2,2019
43,Petra Kobal Vogrinec,24.76,,33.18,,si,32.99 (24.76) (36.93) 32.98 33.58,3x3x3 Cube First round,2,2019
44,Aljaž Strnad,27.29,,33.20,,si,36.47 (37.97) 32.87 (27.29) 30.27,3x3x3 Cube First round,2,2019
45,Azar Bušar,31.06,,35.59,,si,(39.92) 34.95 (31.06) 32.38 39.43,3x3x3 Cube First round,2,2019
46,Bálint Slezák,38.43,,44.14,,hu,(58.15) 46.03 42.68 43.72 (38.43),3x3x3 Cube First round,2,2019
1,Alexey Tsvetkov,6.41,,7.48,,ru,7.50 7.42 (7.94) (6.41) 7.51,3x3x3 Cube Final,0,2022
2,Staš Zupanc,7.85,,8.74,,si,(10.53) 9.47 8.64 8.10 (7.85),3x3x3 Cube Final,0,2022
3,Benedek Zimányi,8.10,,9.10,,hu,(10.81) 9.25 9.16 (8.10) 8.88,3x3x3 Cube Final,0,2022
4,Kristóf Veres,7.87,,9.36,,hu,8.31 (11.72) 10.65 9.13 (7.87),3x3x3 Cube Final,0,2022
5,Marcel Ručigaj,7.79,,9.39,,si,(7.79) 10.24 (10.38) 9.58 8.35,3x3x3 Cube Final,0,2022
6,Bence Barát,8.00,,9.86,,hu,10.02 9.85 (8.00) (10.80) 9.70,3x3x3 Cube Final,0,2022
7,Gergely Novotni,8.54,,9.94,,hu,9.61 (10.74) (8.54) 10.48 9.73,3x3x3 Cube Final,0,2022
8,Bálint Csengő,8.51,,10.03,,hu,9.12 9.20 (11.82) 11.76 (8.51),3x3x3 Cube Final,0,2022
9,Szabolcs Szántai,8.81,,10.33,,hu,9.37 10.94 (8.81) (10.99) 10.68,3x3x3 Cube Final,0,2022
10,Matic Omulec,9.92,,10.86,,si,(13.67) (9.92) 10.73 10.96 10.90,3x3x3 Cube Final,0,2022
1,Alexey Tsvetkov,6.47,,7.42,,ru,7.77 (6.47) (8.01) 7.49 6.99,3x3x3 Cube Second round,1,2022
2,Staš Zupanc,7.34,,7.62,NR,si,(9.24) 7.43 (7.34) 7.77 7.65,3x3x3 Cube Second round,1,2022
3,Bálint Csengő,7.61,,8.25,,hu,8.13 (7.61) 8.64 7.97 (8.70),3x3x3 Cube Second round,1,2022
4,Marcel Ručigaj,7.56,,8.66,,si,(9.76) 8.05 8.35 9.59 (7.56),3x3x3 Cube Second round,1,2022
5,Gergely Novotni,7.01,,8.89,,hu,8.32 9.31 (7.01) (9.42) 9.04,3x3x3 Cube Second round,1,2022
6,Kristóf Veres,7.71,,9.44,,hu,(7.71) 9.32 (11.14) 10.20 8.80,3x3x3 Cube Second round,1,2022
7,Szabolcs Szántai,8.44,,9.51,,hu,9.28 (8.44) 10.12 (10.44) 9.13,3x3x3 Cube Second round,1,2022
8,Matic Omulec,8.72,,9.57,,si,9.46 9.64 (11.14) (8.72) 9.61,3x3x3 Cube Second round,1,2022
9,Bence Barát,8.93,,10.24,,hu,9.22 (8.93) 11.31 10.20 (12.59),3x3x3 Cube Second round,1,2022
10,Benedek Zimányi,8.54,,10.59,,hu,10.74 9.15 (8.54) 11.87 (12.32),3x3x3 Cube Second round,1,2022
11,Jakov Srečković,9.47,,10.87,,hr,11.74 (9.47) 11.17 9.70 (12.06),3x3x3 Cube Second round,1,2022
12,Jakob Kitak,9.68,,10.93,,si,11.37 (12.89) (9.68) 9.93 11.50,3x3x3 Cube Second round,1,2022
13,Benedek Hirth,10.55,,11.31,,hu,11.88 11.00 11.06 (12.51) (10.55),3x3x3 Cube Second round,1,2022
14,Marko Grabner,10.24,,11.37,,si,(10.24) 11.54 12.33 10.25 (13.72),3x3x3 Cube Second round,1,2022
15,Bence Kiácz,10.53,,11.61,,hu,11.57 12.44 (10.53) (13.45) 10.82,3x3x3 Cube Second round,1,2022
16,Alwin Federsel,8.80,,11.87,,at,(8.80) 10.56 11.87 13.18 (DNF),3x3x3 Cube Second round,1,2022
17,Alexander Tenev,9.60,,12.08,,bg,(9.60) 10.78 13.77 11.69 (DNF),3x3x3 Cube Second round,1,2022
18,David Šiška,10.24,,12.37,,si,(10.24) 13.24 12.33 (DNF) 11.54,3x3x3 Cube Second round,1,2022
19,Felix Strasser,10.76,,12.62,,at,11.76 11.73 14.38 (10.76) (DNF),3x3x3 Cube Second round,1,2022
20,Erik Červek Roškarič,9.19,,12.82,,si,12.76 13.74 (15.14) (9.19) 11.95,3x3x3 Cube Second round,1,2022
21,Dániel Varga,12.42,,12.98,,hu,(16.14) 13.29 12.96 12.69 (12.42),3x3x3 Cube Second round,1,2022
22,Tarik Gutlić,10.24,,13.04,,ba,13.65 11.42 14.06 (10.24) (14.52),3x3x3 Cube Second round,1,2022
23,Konstantin Jaehne,12.92,,13.12,,de,13.01 13.22 13.12 (12.92) (13.93),3x3x3 Cube Second round,1,2022
24,Marcel Niedl,11.00,,13.28,,at,(11.00) 12.75 13.65 (14.66) 13.45,3x3x3 Cube Second round,1,2022
25,Filip Aleksić,11.51,,13.67,,ba,14.77 14.69 (11.51) 11.54 (15.31),3x3x3 Cube Second round,1,2022
26,Ádám Szabó,11.54,,14.16,,hu,(15.02) 14.41 14.50 13.58 (11.54),3x3x3 Cube Second round,1,2022
27,Giovanni Maistrello,13.36,,14.16,,it,13.79 14.48 (13.36) 14.21 (22.31),3x3x3 Cube Second round,1,2022
28,Maksim Rozman,13.42,,14.40,,si,(13.42) (16.39) 14.10 15.12 13.99,3x3x3 Cube Second round,1,2022
29,Enej Rupnik,9.93,,14.51,,si,14.00 (20.09) 15.52 (9.93) 14.02,3x3x3 Cube Second round,1,2022
30,Filip Premužić,13.53,,14.92,,hr,16.06 13.61 (17.77) 15.09 (13.53),3x3x3 Cube Second round,1,2022
31,Sven Eder,12.55,,15.19,,hr,15.53 (12.55) 16.76 13.27 (17.59),3x3x3 Cube Second round,1,2022
32,Gergely Faragó,13.57,,15.21,,hu,15.23 16.31 14.08 (13.57) (19.74),3x3x3 Cube Second round,1,2022
33,Filip Barbirič Frank,11.89,,15.44,,si,(18.31) 15.15 17.11 (11.89) 14.06,3x3x3 Cube Second round,1,2022
34,András Orbán,14.37,,15.75,,hu,16.16 (17.78) 16.13 (14.37) 14.97,3x3x3 Cube Second round,1,2022
35,Dušan Zakelšek,13.28,,16.48,,si,16.49 (17.60) 15.60 (13.28) 17.35,3x3x3 Cube Second round,1,2022
36,Anton Kokalj Pezzano,13.26,,16.74,,si,15.18 18.13 16.92 (13.26) (18.83),3x3x3 Cube Second round,1,2022
37,Aljaž Strnad,11.68,,16.89,,si,18.36 14.88 17.42 (18.79) (11.68),3x3x3 Cube Second round,1,2022
38,David Pevec,15.62,,17.15,,si,17.64 (19.00) 16.32 (15.62) 17.49,3x3x3 Cube Second round,1,2022
39,Matej Brkić,14.72,,17.25,,si,(14.72) 15.30 (24.29) 19.62 16.82,3x3x3 Cube Second round,1,2022
40,Jernej Omulec,16.18,,17.26,,si,16.41 17.38 (20.12) (16.18) 17.99,3x3x3 Cube Second round,1,2022
41,Tadej Aleš,14.94,,17.36,,si,18.89 16.70 (19.92) 16.48 (14.94),3x3x3 Cube Second round,1,2022
42,Tajda Horvat,17.09,,18.07,,si,17.63 18.75 (17.09) 17.84 (20.99),3x3x3 Cube Second round,1,2022
43,Jon Napotnik,14.18,,18.16,,si,16.85 18.99 (20.83) (14.18) 18.63,3x3x3 Cube Second round,1,2022
44,Jakob Hladnik,16.00,,18.44,,si,(26.09) 18.84 16.67 19.80 (16.00),3x3x3 Cube Second round,1,2022
45,Tino Joksch,13.56,,18.45,,at,16.88 18.56 (13.56) 19.92 (20.87),3x3x3 Cube Second round,1,2022
46,Juš Mrvar,16.13,,18.76,,si,19.34 19.20 17.74 (23.90) (16.13),3x3x3 Cube Second round,1,2022
47,Branko Kobal,18.54,,19.52,,si,(20.46) (18.54) 19.88 19.64 19.04,3x3x3 Cube Second round,1,2022
48,Maj Rakar,17.10,,19.95,,si,(17.10) 18.89 (21.87) 20.77 20.18,3x3x3 Cube Second round,1,2022
49,Jernej Šubelj,16.58,,20.53,,si,20.08 21.18 (16.58) (21.73) 20.32,3x3x3 Cube Second round,1,2022
50,Tomaž Saje,17.89,,20.97,,si,19.65 22.53 (17.89) (DNF) 20.73,3x3x3 Cube Second round,1,2022
51,Marko Obradović,18.97,,21.83,,si,(24.39) 24.06 (18.97) 21.24 20.19,3x3x3 Cube Second round,1,2022
52,Noah Treichler,20.51,,22.27,,at,21.47 (20.51) 20.90 (26.03) 24.44,3x3x3 Cube Second round,1,2022
53,Filip Judež,18.13,,22.94,,si,31.86 18.33 (DNF) (18.13) 18.64,3x3x3 Cube Second round,1,2022
54,Danijel Bajsić,22.08,,24.40,,hr,24.82 (22.08) 25.13 (32.15) 23.26,3x3x3 Cube Second round,1,2022
55,Filip Ugovšek,18.24,,24.54,,si,21.87 (26.97) 26.34 (18.24) 25.42,3x3x3 Cube Second round,1,2022
56,Gal Brumec,21.31,,25.43,,si,26.48 (21.31) 27.53 22.27 (39.18),3x3x3 Cube Second round,1,2022
57,Dávid Szabó,20.72,,27.68,,hu,(34.05) (20.72) 28.33 29.68 25.02,3x3x3 Cube Second round,1,2022
58,Matej Bolta,11.84,,DNF,,si,11.94 DNF 15.50 (11.84) (DNF),3x3x3 Cube Second round,1,2022
1,Alexey Tsvetkov,7.29,,7.64,,ru,(10.13) 7.59 7.33 8.00 (7.29),3x3x3 Cube First round,2,2022
2,Staš Zupanc,7.67,,9.10,,si,8.32 (10.51) 10.00 8.99 (7.67),3x3x3 Cube First round,2,2022
3,Marcel Ručigaj,6.25,,9.40,,si,10.04 (6.25) 8.48 9.69 (10.25),3x3x3 Cube First round,2,2022
4,Bálint Csengő,7.27,,9.41,,hu,(10.02) 8.89 (7.27) 9.51 9.83,3x3x3 Cube First round,2,2022
5,Gergely Novotni,8.31,,9.55,,hu,(11.10) 8.63 9.87 10.16 (8.31),3x3x3 Cube First round,2,2022
6,Szabolcs Szántai,9.25,,10.10,,hu,(11.57) (9.25) 9.79 10.13 10.37,3x3x3 Cube First round,2,2022
7,Kristóf Veres,8.49,,10.14,,hu,9.84 9.99 (12.32) 10.58 (8.49),3x3x3 Cube First round,2,2022
8,Bence Barát,9.55,,10.14,,hu,10.25 9.68 (10.91) 10.48 (9.55),3x3x3 Cube First round,2,2022
9,Konstantin Jaehne,8.65,,10.72,,de,(12.43) 10.88 (8.65) 11.13 10.14,3x3x3 Cube First round,2,2022
10,Bence Kiácz,8.25,,10.73,,hu,10.50 (11.23) (8.25) 11.10 10.58,3x3x3 Cube First round,2,2022
11,Benedek Zimányi,8.80,,10.81,,hu,(14.99) 10.95 (8.80) 10.70 10.79,3x3x3 Cube First round,2,2022
12,Benedek Hirth,9.43,,10.89,,hu,11.17 10.81 10.69 (16.20) (9.43),3x3x3 Cube First round,2,2022
13,Alwin Federsel,9.45,,11.28,,at,11.07 (13.24) (9.45) 10.87 11.89,3x3x3 Cube First round,2,2022
14,Alexander Tenev,7.76,,11.44,,bg,13.18 (13.26) 10.09 (7.76) 11.05,3x3x3 Cube First round,2,2022
15,Dániel Varga,8.81,,11.46,,hu,(16.81) (8.81) 11.78 10.41 12.19,3x3x3 Cube First round,2,2022
16,Marcel Niedl,10.35,,11.72,,at,12.00 11.41 (12.43) 11.74 (10.35),3x3x3 Cube First round,2,2022
17,Matic Omulec,9.30,,11.82,,si,(9.30) 12.62 (13.65) 11.18 11.66,3x3x3 Cube First round,2,2022
18,Jakob Kitak,8.44,,12.11,,si,12.54 10.99 (8.44) 12.81 (13.97),3x3x3 Cube First round,2,2022
19,Marko Grabner,10.58,,12.34,,si,12.27 (14.82) (10.58) 13.36 11.40,3x3x3 Cube First round,2,2022
20,David Šiška,10.72,,12.47,,si,12.63 12.11 (10.72) 12.68 (13.69),3x3x3 Cube First round,2,2022
21,Tarik Gutlić,11.68,,12.55,,ba,12.69 (13.53) 11.79 (11.68) 13.16,3x3x3 Cube First round,2,2022
22,Felix Strasser,11.69,,12.62,,at,13.15 12.43 12.27 (11.69) (16.55),3x3x3 Cube First round,2,2022
23,Jakov Srečković,11.37,,13.07,,hr,13.53 11.72 (11.37) (14.46) 13.96,3x3x3 Cube First round,2,2022
24,Enej Rupnik,11.78,,13.12,,si,14.37 (11.78) 12.30 12.68 (15.24),3x3x3 Cube First round,2,2022
25,Filip Aleksić,11.10,,13.95,,ba,15.49 12.83 (16.15) 13.54 (11.10),3x3x3 Cube First round,2,2022
26,Darko Zakelšek,12.89,,13.98,,si,(17.64) 13.60 (12.89) 14.11 14.22,3x3x3 Cube First round,2,2022
27,Matej Bolta,12.47,,14.08,,si,(12.47) 13.18 13.10 (23.96) 15.95,3x3x3 Cube First round,2,2022
28,Erik Červek Roškarič,11.68,,14.38,,si,(16.51) 14.82 15.92 12.41 (11.68),3x3x3 Cube First round,2,2022
29,Dušan Zakelšek,13.41,,14.91,,si,(16.75) 15.86 (13.41) 13.61 15.27,3x3x3 Cube First round,2,2022
30,Maksim Rozman,14.66,,15.73,,si,15.59 14.73 (26.01) 16.87 (14.66),3x3x3 Cube First round,2,2022
31,Filip Premužić,14.11,,15.77,,hr,15.35 (22.49) (14.11) 17.34 14.63,3x3x3 Cube First round,2,2022
32,András Orbán,12.85,,15.78,,hu,(12.85) 15.55 17.55 14.25 (17.96),3x3x3 Cube First round,2,2022
33,Ádám Szabó,13.71,,15.89,,hu,17.90 (13.71) (20.06) 14.70 15.08,3x3x3 Cube First round,2,2022
34,Filip Barbirič Frank,13.66,,15.97,,si,13.83 17.84 (18.72) 16.24 (13.66),3x3x3 Cube First round,2,2022
35,Gergely Faragó,12.41,,16.05,,hu,16.02 (12.41) 15.83 (16.54) 16.30,3x3x3 Cube First round,2,2022
36,Sven Eder,14.10,,16.14,,hr,18.01 (14.10) (22.36) 16.02 14.39,3x3x3 Cube First round,2,2022
37,Giovanni Maistrello,11.92,,16.22,,it,16.13 18.37 (18.43) (11.92) 14.16,3x3x3 Cube First round,2,2022
38,David Pevec,14.20,,16.23,,si,17.08 15.39 16.22 (17.64) (14.20),3x3x3 Cube First round,2,2022
39,Jernej Omulec,14.44,,16.26,,si,15.24 14.64 18.89 (19.38) (14.44),3x3x3 Cube First round,2,2022
40,Tino Joksch,13.82,,16.47,,at,17.50 14.89 (19.04) (13.82) 17.01,3x3x3 Cube First round,2,2022
41,Noah Treichler,15.71,,16.49,,at,(18.72) 17.47 16.16 15.83 (15.71),3x3x3 Cube First round,2,2022
42,Aljaž Strnad,14.05,,16.54,,si,15.32 (14.05) (18.16) 18.00 16.29,3x3x3 Cube First round,2,2022
43,Matej Brkić,13.73,,17.24,,si,19.87 16.97 (21.72) (13.73) 14.89,3x3x3 Cube First round,2,2022
44,Jakob Hladnik,14.73,,17.25,,si,17.33 (19.93) 18.01 16.40 (14.73),3x3x3 Cube First round,2,2022
45,Anton Kokalj Pezzano,15.25,,17.36,,si,15.92 (15.25) 19.67 16.50 (20.41),3x3x3 Cube First round,2,2022
46,Juš Mrvar,14.26,,18.10,,si,16.62 (25.90) 19.96 (14.26) 17.71,3x3x3 Cube First round,2,2022
47,Jon Napotnik,15.04,,18.53,,si,17.07 (15.04) (22.95) 17.04 21.49,3x3x3 Cube First round,2,2022
48,Jernej Šubelj,16.82,,19.19,,si,18.98 (23.92) 18.53 20.06 (16.82),3x3x3 Cube First round,2,2022
49,Tadej Aleš,15.32,,19.48,,si,(29.19) 23.10 19.80 15.54 (15.32),3x3x3 Cube First round,2,2022
50,Branko Kobal,17.31,,19.59,,si,19.03 20.31 (17.31) 19.42 (26.00),3x3x3 Cube First round,2,2022
51,Marko Obradović,15.03,,21.02,,si,19.83 (15.03) (24.86) 18.50 24.72,3x3x3 Cube First round,2,2022
52,Filip Judež,17.05,,21.03,,si,19.83 22.19 (17.05) (28.97) 21.08,3x3x3 Cube First round,2,2022
53,Tajda Horvat,19.17,,21.37,,si,22.56 19.86 (36.23) (19.17) 21.68,3x3x3 Cube First round,2,2022
54,Tomaž Saje,17.37,,21.43,,si,(25.24) (17.37) 20.79 21.63 21.88,3x3x3 Cube First round,2,2022
55,Gal Brumec,16.77,,21.45,,si,25.19 19.93 19.24 (30.90) (16.77),3x3x3 Cube First round,2,2022
56,Maj Rakar,18.56,,22.97,,si,(29.16) 25.17 (18.56) 24.06 19.67,3x3x3 Cube First round,2,2022
57,Danijel Bajsić,20.16,,23.38,,hr,24.70 (28.88) 24.73 20.72 (20.16),3x3x3 Cube First round,2,2022
58,Dávid Szabó,20.12,,23.70,,hu,23.32 (20.12) 20.52 (30.94) 27.25,3x3x3 Cube First round,2,2022
59,Filip Ugovšek,18.13,,23.71,,si,23.33 25.32 (26.98) (18.13) 22.47,3x3x3 Cube First round,2,2022
60,Erazem Janžekovič,17.19,,23.93,,si,21.43 (17.19) 29.18 21.19 (33.72),3x3x3 Cube First round,2,2022
61,Julij Hladnik,22.49,,23.95,,si,24.85 (22.49) 22.61 24.38 (39.86),3x3x3 Cube First round,2,2022
62,Tisa Megušar,20.44,,24.74,,si,(20.44) (29.13) 24.35 25.04 24.82,3x3x3 Cube First round,2,2022
63,Anže Miklavčič,23.23,,25.74,,si,(23.23) 24.86 (38.69) 25.55 26.80,3x3x3 Cube First round,2,2022
64,Aleksa Martinović,23.57,,28.36,,rs,28.81 (23.57) (32.33) 25.33 30.95,3x3x3 Cube First round,2,2022
